Fun Action Romcom Movie,7.8434614500510165,0.798202557215417,0.9440563573212307,1.1138423143390352,1.1670281621299872,0.7277963838794005,1.074868694296379,5.968747298404932
Awesome Action Mystery Film,7.9158389573681225,1.1654808709790525,5.502511882166679,0.9982285732344836,1.3553902276814005,0.8437314909954459,0.927987734253335,1.0456980404066354
Exciting Action Horror Animation,6.392288535493828,1.0460571741743958,1.0620146221192523,1.0328725771086964,6.002794239695994,1.0278245548344425,0.7198181277703664,0.9810313043914725
Boring Action Horror Film,9.620904886470967,1.0718442213241608,1.097914022726709,1.1320756043106446,4.200564510876842,1.2840680602091148,0.6657968099224773,1.166475369794287
Awesome Action Horror Show,7.7067884080962274,1.3251356621759527,0.6524938405981511,0.8945309422703854,4.602967884071891,0.7923901685553595,1.1353811793089432,0.8423533466553074
Fun Action Romcom Indie Film,7.4012640989075145,1.1623936170457967,1.2696682587146726,0.7742745842583846,1.269352988267759,0.741249824609753,1.1024921103470895,5.75492799516179
Heartwrenching Action Crime Live-action Film,6.969379677495023,0.9860725509353707,0.7358941611045811,1.1448470950246572,1.4542765205032484,3.5747228025777793,0.7768872727963173,1.0538538251349028
Exciting Action Mystery Film,8.711249544365405,0.7008874107028054,5.394598897680332,0.7031940070713287,1.2587647002870175,1.2772349836493644,0.3978545090282086,1.0153577087180892
Heartwrenching Action Comedy Movie,7.108494196776343,0.926607272006659,1.0774079666266048,4.376094042890681,1.038488152650152,1.6307700783245533,0.6743422760829452,1.0576327486045511
Awesome Action Thriller Biopic,8.323607186014426,1.0951828191567807,1.0293445032285786,0.742964201379696,0.8736550482955354,0.9444227404327133,4.800670217910346,1.2120555326275726
Fun Action Crime Live-action Film,8.369412555510007,1.2355915609852943,1.13064507313014,0.8122315343655032,1.7008278090334348,4.093584630239053,0.7251051473885668,1.0629199883462608
Amazing Action Romcom Biopic,7.052962667014288,0.6162661699537171,0.971286237962986,0.5286925363924855,0.9826494372089979,1.1999655674624594,0.7063518054425211,5.2830757426578066
Awesome Action Comedy Indie Film,8.992668193549557,1.0638801900233847,1.0049737739828248,4.6411188485950845,1.154777054385557,0.8748010896524988,0.8488629502066389,0.46332911061550297
Boring Action Thriller Animation,9.081984158422342,1.1014184106125977,1.5169089317391395,1.1312744402918131,1.1049088985633035,0.7171704191502857,4.486899297882375,1.0346152947623148
Amazing Action Romance Show,7.231287471856486,5.434649781296802,0.8114664239961131,0.902841419818001,0.6795336702772279,1.011858461398604,0.7759751523408784,0.8716921551558201
Awesome Action Romcom Movie,8.096351423109374,1.4029843520027756,0.8551215930195099,1.4094806254339503,0.5078059036040894,0.9556957971946435,1.1327823261668744,6.545949247746769
Cool Action Romance Biopic,8.243645172314872,4.639381077821707,0.925875210632483,1.1484356802157245,1.3340486609004711,1.108660547619869,0.6771570292178508,1.247948926010373
Cool Action Thriller Animation,8.419053115454243,0.978609530305966,0.7355119742320831,1.3641221604358162,0.9333009199902663,0.704086929836401,5.128110311771995,1.3722431453573845
Boring Action Romance Film,8.08052105233807,5.2986543667874315,1.191105971630914,1.1199032625092809,0.7689394779053949,1.4842015616032134,1.0277470423823403,1.2864819234557157
Fun Action Thriller Indie Film,8.808523492610945,1.4140309390753618,1.0103078132181385,1.59488547180915,1.4721522701400196,1.2848580432706362,5.599432906325583,1.3072099175608392
